label,longitude,latitude,TypeCode,Priority,APC_Diameter,APC_Depth,Comment,elevation
CC0869,289.3145,38.24622,pit,0,,,Interesting pit - almost looks excavated,849.6263481523712
CC0870,188.1337,24.48309,irr,0,,,Tartaru s Colles natural bridge,-3612.127128850573
CC0871,164.2091,8.53809,crk,0,,,Cerberus fissure fracture,-2779.777967089345
CC0872,164.2006,8.54608,crk,0,,,Cerberus fissure fracture,-2775.133549175365
CC0873,164.1979,8.5459,crk,0,,,Cerberus fissure fracture,-2776.344331256176
CC0874,164.1819,8.54462,crk,0,,,Cerberus fissure fracture,-2781.608094871392
CC0875,164.1334,8.51968,crk,0,,,Cerberus fissure fracture,-2769.5545277129604
CC0876,164.1473,8.50168,crk,0,,,Cerberus fissure fracture,-2769.366677572881
CC0877,164.1464,8.50073,crk,0,,,Cerberus fissure fracture,-2769.8387349800296
CC0878,164.1513,8.49454,crk,0,,,Cerberus fissure fracture,-2772.520560136132
CC0879,164.1539,8.49268,crk,0,,,Cerberus fissure fracture,-2773.189818773152
CC0880,164.1581,8.48889,crk,0,,,Cerberus fissure fracture,-2774.535277189033
CC0881,164.1669,8.49161,crk,0,,,Cerberus fissure fracture,-2775.2338196399046
CC0882,164.1731,8.47955,crk,0,,,Cerberus fissure fracture,-2775.840355122173
CC0883,164.1914,8.47311,crk,0,,,Cerberus fissure fracture,-2771.56713962851
CC0884,188.5147,24.59647,irr,0,,,Tartarus Rootless cone candidate,-3766.022547629575
CC0885,188.5166,24.59772,irr,0,,,Tartarus Rootless cone candidate,-3765.980547841656
CC0886,188.5445,24.58688,irr,0,,,Tartarus Rootless cone candidate,-3764.99674411418
CC0887,188.5451,24.5863,irr,0,,,Tartarus Rootless cone candidate,-3765.0035698568017
CC0888,188.5604,24.58463,irr,0,,,Tartarus Rootless cone candidate,-3764.672303997572
CC0889,170.7812,6.93188,crk,0,,,Cerberus fissure fracture,-2954.5460893196614
CC0890,170.8085,6.93152,crk,0,,,Cerberus fissure fracture,-2959.271701080714
CC0891,246.9805,27.64392,pit,0,,,Tharsis vent candidate,2843.88328144721
CC0892,246.9785,27.64278,pit,0,,,Tharsis vent candidate,2843.7145946093165
CC0893,143.279,-71.885,pol,0,,,South polar rim pit,1499.5886186698508
CC0894,143.3601,-71.91489,pol,0,,,South polar fracture pit,1745.8371678383596
CC0895,143.2192,-71.878,pol,0,,,South polar rim pit,1502.8158793932596
CC0896,235.5147,-24.68652,crk,1,,,Daedalia collapse pit in long fracuture lat=-24,3103.7211176357987
CC0897,67.0433,28.17861,irr,0,,,Collapse pit/vent at top of mound - Huo Hsing Vallis,596.4553077389678
CC0898,67.099,28.03603,crk,0,,,Huo Hsing vallis - cliff wall fractures,697.9755571116666
CC0899,232.8965,0.37598,sky,0,,,Cave / natural bridge near Biblis Patera,2830.7098199079323
CC0900,232.8984,0.37378,sky,0,,,Cave / natural bridge near Biblis Patera,2832.284263687021
CC0901,39.1812,26.27903,pit,0,,,Candidate region for sublimation caves in past or present ice flows,-2140.7793053349774
CC0902,237.4089,-10.15649,pit,3,,,Arisa flank,10760.667797559716
CC0903,175.4827,-0.66299,smrp,2,,,"small 40m smrp with, dark albedo, i=55 in Appolinaris",-2880.5545411582566
CC0904,175.1679,-0.61224,crk,2,,,pit  in Appolinaris,-2867.481421738006
CC0905,172.9255,-1.67143,crk,1,,,fracture pit in Appolinaris fractures Sun-facing trough rim candidate,-2884.366251432955
CC0906,172.9309,-1.68074,crk,2,,,fracture pit in Appolinaris Sun-facing trough rim candidate,-2892.936662009407
CC0907,172.9315,-1.6499,crk,2,,,fracture pit in Appolinaris Sun-facing trough rim candidate,-2884.0423222970726
CC0908,172.9587,-1.67847,crk,3,,,fracture pit in Appolinaris Sun-facing trough rim candidate,-2871.2888298581506
CC0909,172.8273,-1.71619,crk,2,,,fracture pit in Appolinaris Sun-facing trough rim candidate,-2873.1178828862144
CC0910,172.8263,-1.7123,crk,2,,,fracture pit in Appolinaris Sun-facing trough rim candidate,-2874.722259439882
CC0911,172.8236,-1.71724,crk,3,,,fracture pit in Appolinaris Sun-facing trough rim candidate,-2873.0250342640043
CC0912,172.8796,-1.70386,irr,2,,,sun-facing shadow in crater rim -- darkest at i=35,-2868.419817266001
CC0913,172.8247,-1.09106,crk,2,,,sun-facing shadows - fracture at fracture edge,-2886.0759157878133
CC0914,172.8258,-1.08983,crk,2,,,sun-facing shadows - fracture at fracture edge,-2884.6386410533287
CC0915,172.8266,-1.08818,crk,2,,,sun-facing shadows - fracture at fracture edge,-2884.0938369750043
CC0916,172.796,-1.07492,flr,1,,,Candidate in fracture network cascade face,-2866.0443380169254
CC0917,172.6572,0.48055,rim,2,,,Very dark spot in crater rim,-3008.1026022922247
CC0918,177.9824,1.91823,flr,2,,,Pit in fracture floor,-2977.711132567811
CC0919,161.1046,9.65044,crk,0,,,Cerberus fractures in HiRISE,-2766.790747936876
CC0920,161.0971,9.63013,crk,0,,,Cerberus fractures in HiRISE,-3058.4491601821237
CC0921,161.0663,9.6485,crk,0,,,Cerberus fractures in HiRISE,-2942.134054333286
CC0922,161.1185,9.64691,crk,0,,,Cerberus fractures in HiRISE,-2771.917849328163
CC0923,161.1217,9.64615,crk,0,,,Cerberus fractures in HiRISE,-2771.422250195131
CC0924,161.1229,9.64621,crk,0,,,Cerberus fractures in HiRISE,-2769.863844154085
CC0925,161.1371,9.6456,crk,0,,,Cerberus fractures in HiRISE,-2773.076374449845
CC0926,161.1272,9.64587,crk,0,,,Cerberus fractures in HiRISE,-2767.42445156504
CC0927,141.3146,30.56317,irr,0,,,Irregular surface hole,-1519.403413141001
CC0928,141.3121,30.5874,crk,0,,,Small ambiguous hole in fracture,-1559.6755719617188
CC0929,242.9741,-0.26598,sky,1,,,"pair of 60-m pits in flow, 1km apart",6403.049278614051
CC0930,242.9604,-0.27606,sky,1,,,"pair of 60-m pits in flow, 1km apart",6412.27493938701
